Cost Center Code	Legacy Code	School	Address	City	State	Zip Code	Telephone	Fax	Grades	Calendar	Local District	Board District	File Build Date
1520501	5205	Mayberry Street Elementary	2414 Mayberry St	Los Angeles	CA	90026	213-413-3420	213-413-5975	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1520502	2812	Mayberry Street Elementary DL Two-Way Im Spanish	2414 Mayberry St	Los Angeles	CA	90026	213-413-3420	213-413-5975	K- 4	1 TRK	C	5-Jackie Goldberg	2020-05-14
1888201	8882	Maywood Academy Senior High	6125 Pine Ave	Maywood	CA	90270	323-838-6000	323-560-9211	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1238101	2381	Maywood Elementary School	5200 Cudahy Ave	Maywood	CA	90270	323-890-2440	323-560-2889	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1191801	1918	Harold McAlister High School CYESIS	611 S Carondelet St	Los Angeles	CA	90057	213-381-2823	213-384-8947	6-12	1 Trk	C	2-Monica Garcia	2020-05-14
1195201	1952	James J McBride Special Education Center	3960 Centinela Ave	Los Angeles	CA	90066	310-391-0568	310-391-4109	6-12	1 Trk	W	4-Nick Melvoin	2020-05-14
1665801	6658	McKinley Avenue Elementary	7812 Mc Kinley Ave	Los Angeles	CA	90001	323-582-7481	323-588-1858	K- 6	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1521901	5219	Melrose Avenue Elementary Math/Science/Technology Magnet	731 N Detroit St	Los Angeles	CA	90046	323-938-6275	323-938-4981	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1523301	5233	Melvin Avenue Elementary	7700 Melvin Ave	Reseda	CA	91335	818-886-7171	818-886-3658	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1523302	2339	Melvin Avenue Elementary Humanities/Leadership Magnet	7700 Melvin Ave	Reseda	CA	91335	818-886-7171	818-886-3658	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1861101	8611	Felicitas And Gonzalo Mendez Senior High	1200 Plaza Del Sol	Los Angeles	CA	90033	323-981-5400	323-307-0788	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1524701	5247	Menlo Avenue Elementary	4156 Menlo Ave	Los Angeles	CA	90037	323-232-4291	323-232-0696	K- 5	1 Trk	C	1-Dr George J McKenna III	2020-05-14
1875701	8757	Metropolitan Continuation High	727 S Wilson St	Los Angeles	CA	90021	213-623-4272	213-629-1069	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1734201	7342	Meyler Street Elementary	1123 W 223rd St	Torrance	CA	90502	310-328-3910	310-787-9116	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1734202	2834	Meyler Street Elementary DL Two-Way Im Spanish	1123 W 223rd St	Torrance	CA	90502	310-328-3910	310-787-9116	K- 5	1 TRK	S	7-Dr Richard A Vladovic	2020-05-14
1528801	5288	Micheltorena Street Elementary	1511 Micheltorena St	Los Angeles	CA	90026	323-661-2125	323-661-2086	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1528802	2813	Micheltorena Street DL Two-Way Im Spanish	1511 Micheltorena St	Los Angeles	CA	90026	323-661-2125	323-661-2086	K- 5	1 TRK	C	5-Jackie Goldberg	2020-05-14
1350001	3500	Mid-City's Prescott School of Enriched Sciences	3150 W Adams Blvd	Los Angeles	CA	90018	323-731-9346	323-730-1976	1- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1876001	8760	Middle College High School	1600 Imperial Hwy Bldg 16	Los Angeles	CA	90047	323-418-4700	323-242-2449	9-12	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1530101	5301	Middleton Street Elementary	6537 Malabar St	Huntington Park	CA	90255	323-582-6387	323-587-7006	1- 6	1 Trk	E	5-Jackie Goldberg	2020-05-14
1530201	5302	Middleton Street Primary Center	2410 Zoe Ave	Huntington Park	CA	90255	323-826-9533	323-826-9556	K- 1	1 Trk	E	5-Jackie Goldberg	2020-05-14
1531502	5316	Miles Avenue Elementary Science/Tech/Math Magnet	6720 Miles Ave	Huntington Park	CA	90255	323-588-8296	323-581-4567	1- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1531501	5315	Miles Avenue Elementary	6720 Miles Ave	Huntington Park	CA	90255	323-588-8296	323-581-4567	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1531503	2814	Miles Avenue Elementary DL Two-Way Im Spanish	6720 Miles Ave	Huntington Park	CA	90255	323-588-8296	323-581-4567	K- 5	1 TRK	E	5-Jackie Goldberg	2020-05-14
1191001	1910	Joaquin Miller Career and Transition Center	8218 Vanalden Ave	Reseda	CA	91335	818-885-1646	818-773-0179	12-12	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1532101	5321	Loren Miller Elementary	830 W 77th St	Los Angeles	CA	90044	323-753-4445	323-758-5081	K- 6	1 Trk	S	1-Dr George J McKenna III	2020-05-14
1823802	8239	Robert A Millikan Charter MS Performing Arts Magnet	5041 Sunnyslope Ave	Sherman Oaks	CA	91423	818-528-1600	818-990-7651	6- 8	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1823804	5255	Robert A Millikan Charter MS Socl/Gndr Equity Magnet	5041 Sunnyslope Ave	Sherman Oaks	CA	91423	818-528-1600	818-990-7651	6- 6	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1823801	8238	Robert A Millikan Affiliated Charter and Performing Arts MS	5041 Sunnyslope Ave	Sherman Oaks	CA	91423	818-528-1600	818-990-7651	6- 8	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1532901	5329	Miramonte Elementary	1400 E 68th St	Los Angeles	CA	90001	323-583-1257	323-582-6736	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1532902	2816	Miramonte Elementary DL Two-Way Im Spanish	1400 E 68th St	Los Angeles	CA	90001	323-583-1257	323-582-6736	K- 3	1 TRK	S	7-Dr Richard A Vladovic	2020-05-14
1884501	8845	Mission Continuation High	11015 O'Melveny Ave	San Fernando	CA	91340	818-361-1777	818-365-2592	9-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1866601	8666	Moneta Continuation High	17951 S Budlong Ave	Gardena	CA	90248	310-354-4951	310-354-4980	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1534201	5342	John B Monlux Elementary	6051 Bellaire Ave	North Hollywood	CA	91606	818-763-4693	818-762-7509	K- 5	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1534202	5343	John B Monlux Elementary Science/Tech/Math Magnet	6051 Bellaire Ave	North Hollywood	CA	91606	818-763-5071	818-762-7509	3- 5	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1876801	8768	James Monroe Senior High	9229 Haskell Ave	North Hills	CA	91343	818-830-4200	818-892-5622	9-12	1 Trk	NW	6-Kelly Gonez	2020-05-14
1876812	7540	James Monroe Senior High Firefighter Academy Magnet	9229 Haskell Ave	North Hills	CA	91343	818-830-4200	818-892-5622	9-12	1 Trk	NW	6-Kelly Gonez	2020-05-14
1876803	8769	James Monroe Senior High Law/Government Magnet	9229 Haskell Ave	North Hills	CA	91343	818-830-4249	818-892-5622	9-12	1 Trk	NW	6-Kelly Gonez	2020-05-14
1876802	8767	James Monroe Senior High Police Academy Magnet	9229 Haskell Ave	North Hills	CA	91343	818-830-4200	818-892-5622	9-12	1 Trk	NW	6-Kelly Gonez	2020-05-14
1876810	7762	James Monroe Senior High Police Orientation & Prep Prog OLC	9229 Haskell Ave	North Hills	CA	91343	818-830-4200	818-892-5622	12-12	1 Trk	NW	6-Kelly Gonez	2020-05-14
1537001	5370	Montague Charter Academy for the Arts and Sciences	13000 Montague St	Pacoima	CA	91331	818-899-0215	818-834-9782	K- 5	Other	XR	6-Kelly Gonez	2020-05-14
1687801	6878	Montara Avenue Elementary	10018 Montara Ave	South Gate	CA	90280	323-567-1451	323-249-7394	K- 6	1 Trk	E	5-Jackie Goldberg	2020-05-14
1687803	2828	Montara Avenue Elementary DL Two-Way Im Spanish	10018 Montara Ave	South Gate	CA	90280	323-567-1451	323-249-7394	K- 6	1 TRK	E	5-Jackie Goldberg	2020-05-14
1687802	6882	Montara Avenue Elementary Science/Tech/Math Magnet	10018 Montara Ave	South Gate	CA	90280	323-567-1451	323-249-7394	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1538401	5384	Monte Vista Street Elementary	5423 Monte Vista St	Los Angeles	CA	90042	323-254-7261	323-259-9757	1- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1538402	2448	Monte Vista Street Elementary Film/Comm Magnet	5423 Monte Vista St	Los Angeles	CA	90042	323-254-7261	323-259-9757	1- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1867701	8677	Monterey Continuation High	466 S Fraser Ave	Los Angeles	CA	90022	323-269-0786	323-526-0795	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1231301	2313	Dr Lawrence H Moore Math Science Technology Academy	1321 E 61st St	Los Angeles	CA	90001	323-277-2310	323-583-5886	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1539701	5397	Morningside Elementary	576 N Maclay Ave	San Fernando	CA	91340	818-365-7181	818-365-8359	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1740201	7402	Stanley Mosk Elementary School	7335 Lubao Ave	Winnetka	CA	91306	818-700-2020	818-882-1490	K- 5	1 Trk	NW	4-Nick Melvoin	2020-05-14
1740202	2340	Stanley Mosk Elementary STEAM Magnet	7335 Lubao Ave	Winnetka	CA	91306	818-700-2020	818-882-1490	K- 5	1 Trk	NW	4-Nick Melvoin	2020-05-14
1824001	8240	Mount Gleason Middle School	10965 Mt Gleason Ave	Sunland	CA	91040	818-951-2580	818-352-6209	6- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
1540401	5404	Mountain View Elementary	6410 Olcott St	Tujunga	CA	91042	818-352-1616	818-951-9286	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1540402	2817	Mountain View Elementary DL Two-Way Im Armenian	6410 Olcott St	Tujunga	CA	91042	818-352-1616	818-951-9286	K- 3	1 TRK	NE	6-Kelly Gonez	2020-05-14
1824002	8024	Mount Gleason Middle School Gifted Magnet	10965 Mt Gleason Ave	Sunland	CA	91040	818-951-2580	   -   -    	6- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
1824003	5237	Mount Gleason Middle School STEAM Magnet	10965 Mt Gleason Ave	Sunland	CA	91040	818-951-2580	818-352-6209	6- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
1891601	8916	Mount Lukens Continuation High	7705 Summitrose St	Tujunga	CA	91042	818-352-4039	818-352-2499	9-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1541101	5411	Mount Washington Elementary	3981 San Rafael Ave	Los Angeles	CA	90065	323-225-8320	323-223-2514	K- 6	1 Trk	C	5-Jackie Goldberg	2020-05-14
1825501	8255	John Muir Middle School	5929 S Vermont Ave	Los Angeles	CA	90044	323-565-2200	323-778-9824	6- 8	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1825502	8256	John Muir Middle School Science/Tech/Math Magnet	5929 S Vermont Ave	Los Angeles	CA	90044	323-565-2200	323-778-9824	6- 8	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1825901	8259	William Mulholland Middle School	17120 Vanowen St	Lake Balboa	CA	91406	818-609-2500	818-345-1933	6- 8	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1825902	8023	William Mulholland Middle School Police Academy Magnet	17120 Vanowen St	Lake Balboa	CA	91406	818-609-2500	818-609-2571	6- 8	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1825903	5225	William Mulholland Middle School Robotics Magnet	17120 Vanowen St	Lake Balboa	CA	91406	818-609-2500	818-345-1933	6- 8	1 TRK	NW	3-Scott M Schmerelson	2020-05-14
1355001	3550	Multicultural Learning Center	7510 De Soto Ave	Canoga Park	CA	91303	818-716-5783	818-716-1085	K- 8	Other	XR	3-Scott M Schmerelson	2020-05-14
1542502	5426	Multnomah Street Elementary Gifted Magnet	2101 N Indiana Ave	Los Angeles	CA	90032	323-225-6005	323-226-0220	2- 5	1 Trk	E	2-Monica Garcia	2020-05-14
1542501	5425	Multnomah Street Elementary	2101 N Indiana Ave	Los Angeles	CA	90032	323-225-6005	323-226-0220	K- 5	1 Trk	E	2-Monica Garcia	2020-05-14
1542503	5427	Multnomah Street Elementary Environmental/Science Magnet	2101 N Indiana Ave	Los Angeles	CA	90032	323-223-2511	323-226-0220	1- 5	1 Trk	E	2-Monica Garcia	2020-05-14
1543801	5438	Murchison Street Elementary	1501 Murchison St	Los Angeles	CA	90033	323-222-0148	323-225-2418	K- 6	1 Trk	E	2-Monica Garcia	2020-05-14
1544601	5446	Napa Street Elementary	19010 Napa St	Northridge	CA	91324	818-885-1441	818-993-4824	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1544602	2431	Napa Street Elementary DL Two-Way Im Spanish	19010 Napa St	Northridge	CA	91324	818-885-1441	818-993-4824	K- 1	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1877901	8779	Nathaniel Narbonne Senior High	24300 S Western Ave	Harbor City	CA	90710	310-257-7100	310-326-1805	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1877911	7543	Nathaniel Narbonne Senior High Bus/Entrep/Tech Magnet	24300 S Western Ave	Harbor City	CA	90710	310-257-7100	310-326-1805	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1883801	8838	Narbonne SH-Humanities & Arts (HArts) Academy of Los Angeles	24300 Western Ave	Harbor City	CA	90710	310-257-4300	310-257-4304	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1877902	8778	Nathaniel Narbonne Senior High STEAM Magnet	24300 S Western Ave	Harbor City	CA	90710	310-257-7100	310-326-1805	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1761401	7614	Nava College Preparatory Academy	1319 E 41st St	Los Angeles	CA	90011	323-235-6800	   -   -    	9-12	1 Trk	C	5-Jackie Goldberg	2020-05-14
1517301	5173	Dr Julian Nava Learning Academy	1420 E Adams Blvd	Los Angeles	CA	90011	323-846-2200	323-846-2244	6- 8	1 Trk	C	2-Monica Garcia	2020-05-14
1545201	5452	Nestle Avenue Charter	5060 Nestle Ave	Tarzana	CA	91356	818-342-6148	818-609-9864	K- 5	1 Trk	NW	4-Nick Melvoin	2020-05-14
1545901	5459	Nevada Avenue Elementary	22120 Chase St	West Hills	CA	91304	818-348-2169	818-592-0894	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1545902	2432	Nevada Avenue Elementary DL Two-Way Im Spanish	22120 Chase St	West Hills	CA	91304	818-348-2169	818-592-0894	K- 2	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1546601	5466	Nevin Avenue Elementary	1569 E 32nd St	Los Angeles	CA	90011	323-232-2236	323-232-5648	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1547701	5477	New Academy Canoga Park	21425 Cohasset St	Canoga Park	CA	91303	818-710-2640	818-710-2654	K- 5	Other	XR	3-Scott M Schmerelson	2020-05-14
1202301	2023	New Academy of Science & Arts	379 S Loma Dr	Los Angeles	CA	90017	213-413-9183	213-413-9187	K- 5	Other	XR	2-Monica Garcia	2020-05-14
1777001	7770	New Design Charter School - Watts	12714 S Avalon	Los Angeles	CA	90061	323-418-0600	323-418-1600	6-12	Other	XR	7-Dr Richard A Vladovic	2020-05-14
1826001	8260	New Designs	2303 S Figueroa St	Los Angeles	CA	90007	213-765-9084	213-765-0139	6-12	Other	XR	2-Monica Garcia	2020-05-14
1558301	5583	New Heights Charter School	2202 W Ml King Jr Blvd	Los Angeles	CA	90008	323-508-0155	323-508-0156	K- 8	Other	XR	1-Dr George J McKenna III	2020-05-14
1226301	2263	New Horizons Charter Academy	5955 Lankershim Blvd	North Hollywood	CA	91601	818-655-9602	818-769-4681	K- 7	Other	XR	6-Kelly Gonez	2020-05-14
1801501	8015	New Los Angeles Charter School	1919 S Burnside Ave	Los Angeles	CA	90016	323-939-6400	323-939-6411	6- 8	Other	XR	1-Dr George J McKenna III	2020-05-14
1758101	7581	New Los Angeles Elementary School	5421 Obama Rd	Los Angeles	CA	90016	323-556-9500	323-556-9887	K- 2	OTHER	XR	1-Dr George J McKenna III	2020-05-14
1816501	8165	New Millennium Secondary School	1301 W 182nd St	Gardena	CA	90248	310-999-6162	310-999-6163	9-12	Other	XR	7-Dr Richard A Vladovic	2020-05-14
1877501	8775	New Village Girls Academy	147 N Occidental Blvd	Los Angeles	CA	90026	213-385-4015	213-385-4020	9-12	Other	XR	2-Monica Garcia	2020-05-14
1547901	5479	Newcastle Elementary School	6520 Newcastle Ave	Reseda	CA	91335	818-343-8795	818-343-8864	K- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1854501	8545	Harris Newmark Continuation High	1575 W 2nd St	Los Angeles	CA	90026	213-241-4480	213-241-4483	9-12	1 Trk	C	2-Monica Garcia	2020-05-14
1826403	5226	Florence Nightingale Middle School Gifted STEM Magnet	3311 N Figueroa St	Los Angeles	CA	90065	323-224-4800	323-222-4506	6- 8	1 TRK	E	5-Jackie Goldberg	2020-05-14
1826401	8264	Florence Nightingale Middle School	3311 N Figueroa St	Los Angeles	CA	90065	323-224-4800	323-222-4506	6- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1826402	5215	Florence Nightingale Middle School Bus Entrprshp Tech Magnet	3311 N Figueroa St	Los Angeles	CA	90065	323-224-4800	323-222-4506	6- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1826404	5245	Florence Nightingale Middle Med/Hea/Kinesiology Magnet	3311 N Figueroa St	Los Angeles	CA	90065	323-224-4800	323-222-4506	6- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1826801	8268	Chester W Nimitz Middle School	6021 Carmelita Ave	Huntington Park	CA	90255	323-887-5400	323-773-5201	6- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1826802	8025	Chester W Nimitz Middle School Science/Tech/Math Magnet	6021 Carmelita Ave	Huntington Park	CA	90255	323-887-5400	323-773-5201	6- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1878601	8786	North Hollywood Senior High	5231 Colfax Ave	North Hollywood	CA	91601	818-753-6200	818-508-7124	9-12	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1878602	8785	North Hollywood Senior High Highly Gifted Magnet	5231 Colfax Ave	North Hollywood	CA	91601	818-753-6200	818-508-7124	9-12	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1878612	7544	North Hollywood Senior High STEM Magnet	5231 Colfax Ave	North Hollywood	CA	91601	818-753-6200	818-508-7124	9-12	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1878603	8787	North Hollywood Senior High LA Zoo/Biological Science Magnet	5231 Colfax Ave	North Hollywood	CA	91601	818-753-6200	818-508-7124	9-12	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1827201	8272	Alfred B Nobel Charter Middle School	9950 Tampa Ave	Northridge	CA	91324	818-773-4700	818-701-9480	6- 8	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1827202	8273	Alfred B Nobel Charter Middle School STEAM Magnet	9950 Tampa Ave	Northridge	CA	91324	818-773-4700	818-701-9480	6- 8	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1560301	5603	Noble Avenue Elementary	8329 Noble Ave	North Hills	CA	91343	818-892-1151	818-830-1898	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1563001	5630	Normandie Avenue Elementary	4505 S Raymond Ave	Los Angeles	CA	90037	323-294-5171	323-294-7061	K- 5	1 Trk	C	1-Dr George J McKenna III	2020-05-14
1563002	2819	Normandie Avenue Elementary DL Two-Way Im Spanish	4505 S Raymond Ave	Los Angeles	CA	90037	323-294-5171	323-294-7061	K- 5	1 TRK	C	1-Dr George J McKenna III	2020-05-14
1564401	5644	Normont Elementary	1001 W 253rd St	Harbor City	CA	90710	310-326-5261	310-326-8034	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1564402	2420	Normont Elementary DL Two-Way Im Spanish	1001 W 253rd St	Harbor City	CA	90710	310-326-5261	310-326-8034	K- 1	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1851301	8513	Northridge Academy Senior High	9601 Zelzah Ave	Northridge	CA	91325	818-700-2222	818-718-2239	9-12	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1828303	5246	Northridge Middle Medical Health Careers Magnet	17960 Chase St	Northridge	CA	91325	818-678-5100	818-885-1461	6- 8	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1828301	8283	Northridge Middle School	17960 Chase St	Northridge	CA	91325	818-678-5100	818-885-1461	6- 8	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1569901	5699	Norwood Street Elementary	2020 Oak St	Los Angeles	CA	90007	213-748-3733	213-747-3380	K- 5	1 Trk	C	2-Monica Garcia	2020-05-14
1237801	2378	Nueva Vista Elementary	4412 Randolph St	Bell	CA	90201	323-562-3015	323-560-3507	K- 6	1 Trk	E	5-Jackie Goldberg	2020-05-14
1237802	5702	Nueva Vista Elementary Visual and Performing Arts Magnet	4412 Randolph St	Bell	CA	90201	323-773-5831	323-560-3507	3- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1572601	5726	O'Melveny Elementary	728 Woodworth St	San Fernando	CA	91340	818-365-5621	818-837-7974	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1230201	2302	Michelle Obama Elementary School	8150 Cedros Ave	Panorama City	CA	91402	818-778-5425	818-782-2249	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1686801	6868	Barack Obama Global Preparation Academy	1700 W 46th St	Los Angeles	CA	90062	323-421-1700	323-293-2003	6- 8	1 Trk	C	1-Dr George J McKenna III	2020-05-14
1686802	5248	Barack Obama Global Prep Academy STEAM Magnet	1700 W 46th St	Los Angeles	CA	90062	323-421-1700	323-293-2003	6- 6	1 Trk	C	1-Dr George J McKenna III	2020-05-14
1596201	5962	Ocean Charter	12606 Culver Blvd	Los Angeles	CA	90066	310-827-5511	310-349-9085	K- 8	Other	XR	4-Nick Melvoin	2020-05-14
1237201	2372	Ellen Ochoa Learning Center	5027 Live Oak St	Cudahy	CA	90201	323-869-1300	323-562-8015	K- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1237202	2773	Ellen Ochoa LC DL Two-Way Im Spanish	5027 Live Oak St	Cudahy	CA	90201	323-869-1300	323-562-8015	K- 5	1 TRK	E	5-Jackie Goldberg	2020-05-14
1887301	8873	Odyssey Continuation High	8693 Dearborn Ave	South Gate	CA	90280	323-567-5536	323-563-3468	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1830601	8306	Olive Vista Middle School	14600 Tyler St	Sylmar	CA	91342	818-833-3900	818-367-8273	6- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
1830602	5227	Olive Vista Middle School STEAM Magnet	14600 Tyler St	Sylmar	CA	91342	818-833-3900	818-367-8273	6- 8	1 TRK	NE	6-Kelly Gonez	2020-05-14
1239201	2392	Olympic Primary Center	950 S Albany St	Los Angeles	CA	90015	213-739-2753	213-739-0048	K- K	1 Trk	C	2-Monica Garcia	2020-05-14
1588901	5889	Open Charter Magnet	5540 W 77th St	Los Angeles	CA	90045	310-568-0735	310-568-0904	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1515301	5153	Orchard Academies 2B	6411 Orchard Ave	Bell	CA	90201	323-826-3900	323-583-1106	6- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1515401	5154	Orchard Academies 2C	6411 Orchard Ave	Bell	CA	90201	323-826-3900	323-583-1106	6- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1885301	8853	Orthopaedic Hospital Senior High Medical Magnet	300 W 23rd St	Los Angeles	CA	90007	213-765-2088	213-742-9694	9-12	1 Trk	C	2-Monica Garcia	2020-05-14
1589401	5894	Osceola Street Elementary	14940 Osceola St	Sylmar	CA	91342	818-362-1556	818-362-8456	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1590201	5902	Our Community Charter School	10045 Jumilla Ave	Chatsworth	CA	91311	818-350-5000	818-350-5007	K- 8	Other	XR	3-Scott M Schmerelson	2020-05-14
1590401	5904	Overland Avenue Elementary	10650 Ashby Ave	Los Angeles	CA	90064	310-838-7308	310-842-9392	K- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1857301	8573	Owensmouth Continuation High	6921 Jordan Ave	Canoga Park	CA	91303	818-340-7663	818-340-2947	9-12	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1591801	5918	Oxnard Street Elementary	10912 Oxnard St	North Hollywood	CA	91606	818-762-3397	818-753-4935	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1464201	4642	Pacific Boulevard School	2660 E 57th St	Huntington Pk	CA	90255	323-586-8640	323-586-8677	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1597301	5973	Pacoima Charter Elementary	11016 Norris Ave	Pacoima	CA	91331	818-899-0201	818-890-3812	K- 5	Other	XR	6-Kelly Gonez	2020-05-14
1832101	8321	Pacoima Middle School	9919 Laurel Canyon Blvd	Pacoima	CA	91331	818-686-4200	818-834-2021	6- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
